,FS,MC,VG,name,annotation,model
BSU36900,True,True,True,glyA,serine hydroxymethyltransferase,S_Amino_acids_and_related_molecules
BSU24350,True,False,True,accB,acetyl-CoA carboxylase subunit (biotin carboxyl carrier subunit),S_Lipids
BSU00510,False,False,True,prs,phosphoribosylpyrophosphate synthetase,S_Nucleotides_and_nucleic_acids
BSU24340,True,False,True,accC,acetyl-CoA carboxylase subunit (biotin carboxylase subunit),S_Lipids
BSU02290,True,False,True,psd,phosphatidylserine decarboxylase; 32 kDa precursor processed into a 29 kDa protein,S_Lipids
BSU02270,True,False,True,pssA,phosphatidylserine synthase,S_Lipids
BSU33900,True,True,True,eno,enolase,S_Carbohydrates_and_related_molecules
BSU00380,True,True,True,metS,methionyl-tRNA synthetase,S_Other_function
BSU00500,True,True,True,glmU,bifunctional glucosamine-1-phosphate N-acetyltransferase/UDP-N-acetylglucosamine pyrophosphorylase,S_Cell_wall
BSU40500,True,True,True,rplI,ribosomal protein L9,Expression
BSU01770,True,True,True,glmM,phosphoglucosamine mutase,S_Carbohydrates_and_related_molecules
BSU16780,True,True,True,rnjB,dual activity 5' exo-and endoribonuclease J2RNase J complex,Expression
BSU24050,True,False,True,bkdAA,branched-chain alpha-keto acid dehydrogenase E1 subunit,S_Lipids
BSU15200,False,True,True,murD,UDP-N-acetylmuramoylalanyl-D-glutamate ligase,S_Cell_wall
BSU15220,False,True,True,murG,UDP-N-acetylglucosamine-N-acetylmuramyl- (pentapeptide)pyrophosphoryl-undecaprenol N-acetylglucosamine transferase,S_Cell_wall
BSU24030,True,False,True,bkdB,branched-chain alpha-keto acid dehydrogenase E2 subunit (lipoamide acyltransferase),S_Lipids
BSU24040,True,False,True,bkdAB,branched-chain alpha-keto acid dehydrogenase E1 subunit,S_Lipids
BSU15230,False,True,True,murB,UDP-N-acetylenolpyruvoylglucosamine reductase,S_Cell_wall
BSU15180,False,True,True,murE,"UDP-N-acetylmuramoylalanyl-D-glutamate-2, 6-diaminopimelate ligase",S_Cell_wall
BSU24060,True,False,True,lpdV,branched-chain alpha-keto acid dehydrogenase E3 subunit (dihydrolipoamide dehydrogenase),S_Lipids
BSU15190,False,True,True,mraY,phospho-N-acetylmuramoyl-pentapeptide undecaprenyl phosphate (C55P) transferase,S_Cell_wall
BSU06360,False,False,True,guaA,GMP synthetase,S_Nucleotides_and_nucleic_acids
BSU11340,True,False,True,fabF,beta-ketoacyl-acyl carrier protein synthase II (involved in pimelate synthesis),S_Lipids
BSU16650,True,True,True,rbfA,pre-ribosomal (17S) RNA binding factor A,Expression
BSU16630,True,True,True,infB,initiation factor IF-2,Expression
BSU16600,True,True,True,nusA,intrinsic transcription termination factor NusA,Expression
BSU37160,True,True,True,rpoE,"RNA polymerase, &sigma;HRNA polymerase, &sigma;BRNA polymerase, &sigma;ARNA polymerase, &sigma;YRNA polymerase, &sigma;FRNA polymerase, &sigma;MRNA polymerase, &sigma;XRNA polymerase, &sigma;ZRNA polymerase, &sigma;WRNA polymerase, &sigma;KRNA polymerase, two-subunit &sigma;-factorRNA polymerase, &sigma;ERNA polymerase, ECF-type &sigma;RNA polymerase, core enzymeRNA polymerase, &sigma;VRNA polymerase, &sigma;DRNA polymerase (delta subunit) and transcriptional repressorRNA polymerase, &sigma;GRNA polymerase, &sigma;IRNA polymerase, &sigma;L",Expression
BSU15910,True,False,True,fabG,beta-ketoacyl-acyl carrier protein reductase,S_Lipids
BSU15900,True,False,True,fabD,malonyl CoA:acyl carrier protein transacylase,S_Lipids
BSU22490,False,True,True,dapB,"(4S)-4-hydroxy-2,3,4, 5-tetrahydro-(2S)-dipicolinic acid (HTPA) dehydratase reductase",S_Amino_acids_and_related_molecules
BSU37150,False,False,True,pyrG,CTP synthetase,S_Nucleotides_and_nucleic_acids
BSU25290,True,True,True,era,maturation of 16S RNA and assembly of 30S ribosomal subunit GTPase,Expression
BSU35750,True,False,True,tagA,"N-acetylmannosamine (ManNAc) C4 hydroxyl of a membrane-anchored N-acetylglucosaminyl diphospholipid (GlcNAc-pp-undecaprenyl, lipid I) glycosyltransferase",S_Cell_wall
BSU35760,True,False,True,tagB,"teichoic acid primase, CDP-glycerol:N-acetyl-beta-d-mannosaminyl-1, 4-N-acetyl-d-glucosaminyldiphosphoundecaprenyl glycerophosphotransferase",S_Cell_wall
BSU28640,True,True,True,pheS,phenylalanyl-tRNA synthetase (alpha subunit)phenylalanyl-tRNA synthetase,Expression
BSU15820,True,True,True,rpmB,ribosomal protein L28,Expression
BSU40550,True,False,True,ppaC,inorganic pyrophosphatase (Mn2+-dependent),S_Phosphate_and_sulfur
BSU22440,True,False,True,birA,biotin acetyl-CoA-carboxylase ligase and biotin regulon repressor (BirA-biotinoyl-5'-AMP),S_Lipids
BSU14180,False,True,True,dapH,tetrahydrodipicolinate N-acetyltransferase,S_Amino_acids_and_related_molecules
BSU14000,False,True,True,dapX,"N-acetyl-L,L-diaminopimelate aminotransferase",S_Amino_acids_and_related_molecules
BSU14190,False,True,True,dapI,<i>N</i>-acetyl-diaminopimelate deacetylase,S_Amino_acids_and_related_molecules
BSU13180,False,False,True,metE,cobalamin-independent methionine synthase,S_Amino_acids_and_related_molecules
BSU15680,False,False,True,gmk,guanylate kinase,S_Nucleotides_and_nucleic_acids
BSU15080,True,True,True,rpmF,ribosomal protein L32,Expression
BSU15690,True,True,True,rpoZ,"RNA polymerase, &sigma;HRNA polymerase, &sigma;BRNA polymerase, &sigma;ARNA polymerase, &sigma;YRNA polymerase, &sigma;FRNA polymerase, &sigma;MRNA polymerase, &sigma;XRNA polymerase, &sigma;ZRNA polymerase, &sigma;WRNA polymerase, &sigma;KRNA polymerase, two-subunit &sigma;-factorRNA polymerase, &sigma;ERNA polymerase, ECF-type &sigma;RNA polymerase, core enzymeRNA polymerase, &sigma;VRNA polymerase, &sigma;Domega subunit of RNA polymeraseRNA polymerase, &sigma;GRNA polymerase, &sigma;IRNA polymerase, &sigma;L",Expression
BSU15720,True,True,True,defA,peptide deformylase,S_Amino_acids_and_related_molecules
BSU15430,True,True,True,ileS,isoleucyl-tRNA synthetase,Expression
BSU15730,True,True,True,fmt,methionyl-tRNA formyltransferase,S_Other_function
BSU15750,True,True,True,rlmN,23S rRNA m2A2503 methyltransferase and tRNA A37 C2 methyltransferase,Expression
BSU16550,False,False,True,dxr,1-deoxy-D-xylulose-5-phosphate reductoisomerase,S_Carbohydrates_and_related_molecules
BSU16040,True,True,True,rplS,ribosomal protein L19,Expression
BSU16670,False,True,True,ribC,riboflavin biosynthesis protein RibC,S_Coenzymes_and_prosthetic_groups
BSU16490,True,True,True,rpsB,ribosomal protein S2,Expression
BSU16500,True,True,True,tsf,elongation factor Ts,Expression
BSU16020,True,True,True,rimM,16S rRNA processing protein,Expression
BSU16520,True,True,True,frr,ribosome recycling factor,Expression
BSU16540,True,False,True,cdsA,phosphatidate cytidylyltransferase (CDP-diglyceride synthase),S_Lipids
BSU16570,True,True,True,proS,prolyl-tRNA synthetase,Expression
BSU16680,True,True,True,rpsO,ribosomal protein S15 (BS18),Expression
BSU16690,True,True,True,pnpA,polynucleotide phosphorylase (PNPase),Expression
BSU16960,True,True,True,rny,endoribonuclease Y,Expression
BSU22370,False,True,True,aspB,anabolic oxaloacetate / glutamate aminotransferase,S_Amino_acids_and_related_molecules
BSU22700,False,False,True,aroB,3-dehydroquinate synthase,S_Amino_acids_and_related_molecules
BSU22710,False,False,True,aroF,chorismate synthase,S_Amino_acids_and_related_molecules
BSU22740,False,False,True,hepT,heptaprenyl diphosphate synthaseheptaprenyl diphosphate synthase component II,S_Coenzymes_and_prosthetic_groups
BSU22750,False,False,True,menG,demethylmenaquinone methyltransferase,S_Coenzymes_and_prosthetic_groups
BSU22760,False,False,True,hepS,heptaprenyl diphosphate synthase component Iheptaprenyl diphosphate synthase,S_Coenzymes_and_prosthetic_groups
BSU22830,False,False,True,gpsA,NADPH-dependent glycerol-3-phosphate dehydrogenase,S_Carbohydrates_and_related_molecules
BSU22890,False,False,True,cmk,cytidylate kinase,S_Nucleotides_and_nucleic_acids
BSU23380,False,True,True,lysA,"meso-2,6-diaminopimelate decarboxylase",S_Amino_acids_and_related_molecules
BSU24280,False,False,True,ispA,farnesyl diphosphate synthase,S_Lipids
BSU24270,False,False,True,dxs,1-deoxyxylulose-5-phosphate synthase,S_Carbohydrates_and_related_molecules
BSU21920,True,False,True,ugtP,UDP-glucose diacylglyceroltransferase,S_Lipids
BSU25160,False,False,True,ispH,1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase,S_Lipids
BSU22360,True,True,True,asnS,asparaginyl-tRNA synthetase,Expression
BSU25660,False,False,True,aroE,shikimate 5-dehydrogenase,S_Amino_acids_and_related_molecules
BSU22730,True,False,True,ndk,nucleoside diphosphate kinase,S_Nucleotides_and_nucleic_acids
BSU22880,True,True,True,rpfA,RNA degradation presenting factor (ribosomal protein S1 homolog),Expression
BSU25640,True,False,True,nadD,nicotinate-nucleotide adenylyltransferase,S_Coenzymes_and_prosthetic_groups
BSU24900,True,True,True,rpmGA,ribosomal protein L33,Expression
BSU25410,True,True,True,rpsU,ribosomal protein S21,Expression
BSU27320,True,True,True,greA,transcription elongation factor resolving backtracking / stalling,Expression
BSU27560,True,True,True,hisS,histidyl-tRNA synthetase,Expression
BSU27550,True,True,True,aspS,"aspartyl-tRNA synthetase, promiscuous (also recognizes tRNAasn)",Expression
BSU27410,True,True,True,alaS,alanyl-tRNA synthetase,Expression
BSU27650,True,True,True,secDF,protein-export membrane protein,Expression
BSU27960,True,True,True,rplU,ribosomal protein L21 (BL20),Expression
BSU15560,False,False,True,pyrE,orotate phosphoribosyltransferase,S_Nucleotides_and_nucleic_acids
BSU15500,False,False,True,pyrC,dihydroorotase,S_Nucleotides_and_nucleic_acids
BSU15490,False,False,True,pyrB,aspartate carbamoyltransferase,S_Nucleotides_and_nucleic_acids
BSU15550,False,False,True,pyrF,orotidine 5'-phosphate decarboxylase,S_Nucleotides_and_nucleic_acids
BSU15540,False,False,True,pyrD,dihydroorotate dehydrogenase (catalytic subunit)dihydroorotate dehydrogenase,S_Nucleotides_and_nucleic_acids
BSU15530,False,False,True,pyrK,dihydroorotate dehydrogenase (electron transfer subunit)dihydroorotate dehydrogenase,S_Nucleotides_and_nucleic_acids
BSU35290,True,True,True,prfB,peptide chain release factor 2,Expression
BSU35300,True,True,True,secA,translocase binding subunit (ATPase),Expression
BSU15980,True,True,True,ffh,signal recognition particle-like (SRP) GTPase,Expression
BSU21870,False,True,True,ilvD,dihydroxy-acid dehydratase,S_Amino_acids_and_related_molecules
BSU06470,False,True,True,purQ,phosphoribosylformylglycinamidine synthetasephosphoribosylformylglycinamidine synthetase subunit I,S_Nucleotides_and_nucleic_acids
BSU22780,False,False,True,folEA,GTP cyclohydrolase I,S_Coenzymes_and_prosthetic_groups
BSU38860,True,False,True,galE,UDP-glucose 4-epimerase,S_Carbohydrates_and_related_molecules
BSU06480,False,True,True,purL,phosphoribosylformylglycinamidine synthetasephosphoribosylformylglycinamidine synthetase subunit II,S_Nucleotides_and_nucleic_acids
BSU03130,True,False,True,nadE,ammonium-dependent NAD+ synthetase,S_Coenzymes_and_prosthetic_groups
BSU06440,False,True,True,purB,adenylosuccinate lyase,S_Nucleotides_and_nucleic_acids
BSU06500,False,True,True,purM,phosphoribosylaminoimidazole synthetase,S_Nucleotides_and_nucleic_acids
BSU06490,False,True,True,purF,glutamine phosphoribosylpyrophosphate amidotransferase,S_Nucleotides_and_nucleic_acids
BSU06450,False,True,True,purC,phosphoribosylaminoimidazole succinocarboxamide synthetase,S_Nucleotides_and_nucleic_acids
BSU06430,False,True,True,purK,N5-carboxyaminoimidazole ribonucleotide synthase,S_Nucleotides_and_nucleic_acids
BSU06520,False,True,True,purH,fused phosphoribosylaminoimidazole carboxy formyl formyltransferase; inosine-monophosphate cyclohydrolase,S_Nucleotides_and_nucleic_acids
BSU06530,False,True,True,purD,phosphoribosylglycinamide synthetase,S_Nucleotides_and_nucleic_acids
BSU06460,False,True,True,purS,phosphoribosylformylglycinamidine synthetasefactor required for phosphoribosylformylglycinamidine synthetase activity,
BSU30320,True,True,True,leuS,leucyl-tRNA synthetase,Expression
BSU29750,False,False,True,aroX,bifunctional chorismate mutase type II-isozyme 3 (regulatory domain); 3-deoxy-D-arabino-heptulosonate 7-phosphate synthase,S_Amino_acids_and_related_molecules
BSU14540,True,True,True,rnpZA,"RNA polymerase, &sigma;HRNA polymerase, &sigma;BRNA polymerase, &sigma;ARNA polymerase, &sigma;YRNA polymerase, &sigma;FRNA polymerase, &sigma;MRNA polymerase, &sigma;XRNA polymerase (epsilon subunit)RNA polymerase, &sigma;ZRNA polymerase, &sigma;WRNA polymerase, &sigma;KRNA polymerase, two-subunit &sigma;-factorRNA polymerase, &sigma;ERNA polymerase, ECF-type &sigma;RNA polymerase, core enzymeRNA polymerase, &sigma;VRNA polymerase, &sigma;DRNA polymerase, &sigma;GRNA polymerase, &sigma;IRNA polymerase, &sigma;L",Expression
BSU30790,False,False,True,menE,O-succinylbenzoyl-CoA synthetase,S_Coenzymes_and_prosthetic_groups
BSU30820,False,False,True,menD,2-oxoglutarate decarboxylase and 2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1- carboxylic-acid synthase,S_Coenzymes_and_prosthetic_groups
BSU30800,False,False,True,menB,"1,4-dihydroxy-2-naphthoyl-CoA synthase",S_Coenzymes_and_prosthetic_groups
BSU30780,False,False,True,menC,<i>o</i>-succinylbenzoate synthase,S_Coenzymes_and_prosthetic_groups
BSU14530,True,True,True,rnjA,RNase J complexribonuclease J1,Expression
BSU22620,False,True,True,hisC,histidinol-phosphate aminotransferase; tyrosine/phenylalanine aminotransferase (promiscuous),S_Amino_acids_and_related_molecules
BSU22610,False,False,True,tyrA,prephenate dehydrogenase,S_Amino_acids_and_related_molecules
BSU22680,False,True,True,trpE,anthranilate synthase,S_Amino_acids_and_related_molecules
BSU22640,False,True,True,trpB,tryptophan synthasetryptophan synthase (beta subunit),S_Amino_acids_and_related_molecules
BSU22650,False,True,True,trpF,phosphoribosylanthranilate isomerase,S_Amino_acids_and_related_molecules
BSU22660,False,True,True,trpC,indole-3-glycerol phosphate synthase,S_Amino_acids_and_related_molecules
BSU22630,False,True,True,trpA,tryptophan synthasetryptophan synthase (alpha subunit),S_Amino_acids_and_related_molecules
BSU22670,False,True,True,trpD,anthranilate phosphoribosyltransferase,S_Amino_acids_and_related_molecules
BSU22600,False,False,True,aroA,3-phosphoshikimate 1-carboxyvinyltransferase (5-enolpyruvoylshikimate-3-phosphate synthase),S_Amino_acids_and_related_molecules
BSU28270,False,False,True,leuB,3-isopropylmalate dehydrogenase,S_Amino_acids_and_related_molecules
BSU28250,False,False,True,leuD,3-isopropylmalate dehydratase (small subunit)isopropylmalate dehydratase,S_Amino_acids_and_related_molecules
BSU28280,False,False,True,leuA,2-isopropylmalate synthase,S_Amino_acids_and_related_molecules
BSU28290,False,True,True,ilvC,acetohydroxy-acid isomeroreductase (NADP-dependent),S_Amino_acids_and_related_molecules
BSU06030,True,True,True,groEL,chaperoninchaperonin large subunit,Expression
BSU06020,True,True,True,groES,chaperoninchaperonin small subunit,Expression
BSU28260,False,False,True,leuC,3-isopropylmalate dehydratase (large subunit)isopropylmalate dehydratase,S_Amino_acids_and_related_molecules
BSU01050,True,True,True,rplL,ribosomal protein L12 (BL9),Expression
BSU01040,True,True,True,rplJ,ribosomal protein L10 (BL5),Expression
BSU26390,False,True,True,sigKc,"RNA polymerase sporulation-specific sigma factor (pro-&sigma;K)RNA polymerase, &sigma;KRNA polymerase sporulation-specific sigma-K factor precursor (Sigma-27) (C-terminal fragment)",Expression
BSU25760,False,True,True,sigKn,"RNA polymerase sporulation-specific sigma factor (pro-&sigma;K)RNA polymerase, &sigma;KRNA polymerase sporulation-specific sigma-K factor precursor (Sigma-27) (N-terminal half)",Expression
BSU29190,True,True,True,pfkA,6-phosphofructokinase,S_Carbohydrates_and_related_molecules
BSU24310,True,True,True,folD,methylenetetrahydrofolate dehydrogenase; methenyltetrahydrofolate cyclohydrolase,S_Coenzymes_and_prosthetic_groups
BSU25200,True,True,True,sigA,"RNA polymerase major sigma-43 factor (sigma-A)RNA polymerase, &sigma;A",Expression
BSU35660,True,False,True,mnaA,UDP-<i>N</i>-acetylglucosamine 2-epimerase,S_Carbohydrates_and_related_molecules
BSU28850,True,True,True,rplT,ribosomal protein L20,Expression
BSU28860,True,True,True,rpmI,ribosomal protein L35,Expression
BSU28870,True,True,True,infC,initiation factor IF-3,Expression
BSU41060,True,True,True,rpmH,ribosomal protein L34,Expression
BSU16920,True,False,True,pgsA,CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase,S_Lipids
BSU17890,False,False,True,tktA,transketolase,S_Carbohydrates_and_related_molecules
BSU15990,True,True,True,rpsP,ribosomal protein S16 (BS17),Expression
BSU35670,True,False,True,gtaB,UTP-glucose-1-phosphate uridylyltransferase,S_Cell_wall
BSU23840,True,True,True,rnz,ribonuclease Z,Expression
BSU25070,False,False,True,ispG,4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase),S_Lipids
