,FS,MC,VG,name,annotation,model
BSU27960,True,True,True,rplU,ribosomal protein L21 (BL20),Expression
BSU35290,True,True,True,prfB,peptide chain release factor 2,Expression
BSU35300,True,True,True,secA,translocase binding subunit (ATPase),Expression
BSU15980,True,True,True,ffh,signal recognition particle-like (SRP) GTPase,Expression
BSU30320,True,True,True,leuS,leucyl-tRNA synthetase,Expression
BSU14540,True,True,True,rnpZA,"RNA polymerase, &sigma;HRNA polymerase, &sigma;BRNA polymerase, &sigma;ARNA polymerase, &sigma;YRNA polymerase, &sigma;FRNA polymerase, &sigma;MRNA polymerase, &sigma;XRNA polymerase (epsilon subunit)RNA polymerase, &sigma;ZRNA polymerase, &sigma;WRNA polymerase, &sigma;KRNA polymerase, two-subunit &sigma;-factorRNA polymerase, &sigma;ERNA polymerase, ECF-type &sigma;RNA polymerase, core enzymeRNA polymerase, &sigma;VRNA polymerase, &sigma;DRNA polymerase, &sigma;GRNA polymerase, &sigma;IRNA polymerase, &sigma;L",Expression
BSU14530,True,True,True,rnjA,RNase J complexribonuclease J1,Expression
BSU06030,True,True,True,groEL,chaperoninchaperonin large subunit,Expression
BSU06020,True,True,True,groES,chaperoninchaperonin small subunit,Expression
BSU01050,True,True,True,rplL,ribosomal protein L12 (BL9),Expression
BSU01040,True,True,True,rplJ,ribosomal protein L10 (BL5),Expression
BSU29190,True,True,True,pfkA,6-phosphofructokinase,S_Carbohydrates_and_related_molecules
BSU24310,True,True,True,folD,methylenetetrahydrofolate dehydrogenase; methenyltetrahydrofolate cyclohydrolase,S_Coenzymes_and_prosthetic_groups
BSU25200,True,True,True,sigA,"RNA polymerase major sigma-43 factor (sigma-A)RNA polymerase, &sigma;A",Expression
BSU28850,True,True,True,rplT,ribosomal protein L20,Expression
BSU28860,True,True,True,rpmI,ribosomal protein L35,Expression
BSU28870,True,True,True,infC,initiation factor IF-3,Expression
BSU41060,True,True,True,rpmH,ribosomal protein L34,Expression
BSU15990,True,True,True,rpsP,ribosomal protein S16 (BS17),Expression
BSU23840,True,True,True,rnz,ribonuclease Z,Expression
BSU30550,True,True,True,metK,S-adenosylmethionine synthetase,S_Amino_acids_and_related_molecules
BSU11420,True,True,True,trpS,tryptophanyl-tRNA synthetase,Expression
BSU37070,True,True,True,rpmEA,ribosomal protein L31,Expression
BSU28630,True,True,True,pheT,phenylalanyl-tRNA synthetase (beta subunit)phenylalanyl-tRNA synthetase,Expression
BSU01210,True,True,True,rplV,ribosomal protein L22 (BL17),Expression
BSU01180,True,True,True,rplW,ribosomal protein L23,Expression
BSU01250,True,True,True,rpsQ,ribosomal protein S17 (BS16),Expression
BSU01230,True,True,True,rplP,ribosomal protein L16,Expression
BSU01220,True,True,True,rpsC,ribosomal protein S3 (BS3),Expression
BSU01240,True,True,True,rpmC,ribosomal protein L29,Expression
BSU01270,True,True,True,rplX,ribosomal protein L24 (BL23),Expression
BSU01260,True,True,True,rplNA,ribosomal protein L14,Expression
BSU01200,True,True,True,rpsS,ribosomal protein S19 (BS19),Expression
BSU01190,True,True,True,rplB,ribosomal protein L2 (BL2),Expression
BSU01290,True,True,True,rpsNA,ribosomal protein S14,Expression
BSU01340,True,True,True,rpmD,ribosomal protein L30 (BL27),Expression
BSU01280,True,True,True,rplE,ribosomal protein L5 (BL6),Expression
BSU01320,True,True,True,rplR,ribosomal protein L18,Expression
BSU01330,True,True,True,rpsE,ribosomal protein S5,Expression
BSU01310,True,True,True,rplF,ribosomal protein L6 (BL8),Expression
BSU01300,True,True,True,rpsH,ribosomal protein S8 (BS8),Expression
BSU01350,True,True,True,rplO,ribosomal protein L15,Expression
BSU01360,True,True,True,secY,preprotein translocase subunit,Expression
BSU01380,True,True,True,mapA,methionine aminopeptidase,Expression
BSU01390,True,True,True,infA,initiation factor IF-I,Expression
BSU01400,True,True,True,rpmJ,ribosomal protein L36 (ribosomal protein B),Expression
BSU01420,True,True,True,rpsK,ribosomal protein S11 (BS11),Expression
BSU01430,True,True,True,rpoA,"RNA polymerase, &sigma;HRNA polymerase, &sigma;BRNA polymerase, &sigma;ARNA polymerase, &sigma;YRNA polymerase, &sigma;FRNA polymerase, &sigma;MRNA polymerase, &sigma;XRNA polymerase, &sigma;ZRNA polymerase, &sigma;WRNA polymerase, &sigma;KRNA polymerase (alpha subunit)RNA polymerase, two-subunit &sigma;-factorRNA polymerase, &sigma;ERNA polymerase, ECF-type &sigma;RNA polymerase, core enzymeRNA polymerase, &sigma;VRNA polymerase, &sigma;DRNA polymerase, &sigma;GRNA polymerase, &sigma;IRNA polymerase, &sigma;L",Expression
BSU01410,True,True,True,rpsM,ribosomal protein S13,Expression
BSU01490,True,True,True,rplM,ribosomal protein L13,Expression
BSU01500,True,True,True,rpsI,ribosomal protein S9,Expression
BSU01440,True,True,True,rplQ,ribosomal protein L17 (BL15),Expression
BSU06670,True,True,True,gatC,glutamyl-tRNA(Gln) amidotransferase (subunit C)glutamyl-tRNA(Gln) amidotransferase,Expression
BSU06690,True,True,True,gatB,glutamyl-tRNA(Gln) amidotransferase (subunit B)glutamyl-tRNA(Gln) amidotransferase,Expression
BSU06680,True,True,True,gatA,glutamyl-tRNA(Gln) amidotransferase (subunit A)glutamyl-tRNA(Gln) amidotransferase,Expression
BSU06730,True,True,True,rlmCD,23S rRNA m<sup>5</sup>U747/m<sup>5</sup>U1939 RNA methyltransferase,Expression
BSU28370,True,True,True,rph,ribonuclease PH,Expression
BSU30690,True,True,True,ytiB,carbonic anhydrase,S_Other_function
BSU37010,True,True,True,prfA,peptide chain release factor 1,Expression
BSU37080,True,True,True,rho,transcriptional terminator Rho,Expression
BSU41050,True,True,True,rnpA,ribonuclease Pprotein component of ribonuclease P (RNase P) (substrate specificity),Expression
