,name,genes,source
BSU22520-MONOMER,sporulation septum-associated protein,BSU22520(),BioCyc
BSU38070-MONOMER,transcriptional antiterminator of sacAP expression,BSU38070(),BioCyc
BSU19710-MONOMER,putative deacetylase,BSU19710(),BioCyc
BSU14470-MONOMER,cell-shape determining protein,BSU14470(),BioCyc
BSU26170-MONOMER,putative phage head morphogenesis protein; skin element,BSU26170(),BioCyc
BSU_40358-MONOMER,hypothetical protein,BSU_40358(),BioCyc
BSU13330-MONOMER,conserved protein of unknown function,BSU13330(),BioCyc
BSU24530-MONOMER,protein octanoyltransferase,BSU24530(),BioCyc
BSU04180-MONOMER,putative methyltransferase,BSU04180(),BioCyc
BSU23340-MONOMER,hypothetical protein,BSU23340(),BioCyc
BSU27000-MONOMER,transcriptional regulator regulated by thiol-alkylation,BSU27000(),BioCyc
BSU28160-MONOMER,negative effector of the concentration of glutamyl-tRNA reductase HemA,BSU28160(),BioCyc
BSU16120-MONOMER,DNA topoisomerase I,BSU16120(),BioCyc
BSU04980-MONOMER,ICEBs1 mobile element: conserved protein of unknown function,BSU04980(),BioCyc
BSU16950-MONOMER,penicillin-binding endopeptidase X (lysozyme resistance),BSU16950(),BioCyc
BSU06140-MONOMER,transcriptional regulator of the glucitol operon,BSU06140(),BioCyc
BSU29840-MONOMER,putative thiol-disulfide oxidoreductase with thioredoxin domain,BSU29840(),BioCyc
BSU30670-MONOMER,S-ribosylhomocysteine lyase,BSU30670(),BioCyc
BSU34230-MONOMER,"UDP 2,6-dideoxy 2-acetamido 4-keto glucose aminotransferase",BSU34230(),BioCyc
BSU00040-MONOMER,"RecA filament-DNA complex stabilisation, ssDNA and dsDNA binding, ATP binding",BSU00040(),BioCyc
BSU33420-MONOMER,Na+/H+ antiporter,BSU33420(),BioCyc
BSU08630-MONOMER,A/G-specific adenine glycosylase or DNA-(apurinic or apyrimidinic site) lyase,BSU08630(),BioCyc
BSU02530-MONOMER,anti-TRAP regulator,BSU02530(),BioCyc
BSU31840-MONOMER,benzil reductase (benzoin forming),BSU31840(),BioCyc
BSU07810-MONOMER,trehalose-6-phosphate hydrolase,BSU07810(),BioCyc
BSU37910-MONOMER,spore coat dTDP-glycosyltransferase,BSU37910(),BioCyc
BSU19580-MONOMER,putative Na+/metabolite permease,BSU19580(),BioCyc
BSU35430-MONOMER,anti-sigma factor repressor of sigma(D)-dependent transcription,BSU35430(),BioCyc
BSU01700-MONOMER,D-lactyl ether N-acetylmuramic-6-phosphate acid etherase,BSU01700(),BioCyc
BSU_28645-MONOMER,hypothetical protein,BSU_28645(),BioCyc
BSU13170-MONOMER,guanine deaminase,BSU13170(),BioCyc
BSU09840-MONOMER,coproporphyrinogen III oxidase,BSU09840(),BioCyc
BSU37100-MONOMER,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,BSU37100(),BioCyc
BSU23170-MONOMER,spore maturation protein,BSU23170(),BioCyc
BSU03710-MONOMER,spore germination receptor subunit,BSU03710(),BioCyc
BSU26840-MONOMER,RNA polymerase ECF(extracytoplasmic function)-type sigma factor (sigma-Z),BSU26840(),BioCyc
BSU18830-MONOMER,putative PEP-dependent enzyme,BSU18830(),BioCyc
BSU04830-MONOMER,ICE<i>Bs1</i> excisionase,BSU04830(),BioCyc
BSU16760-MONOMER,aspartokinase I (alpha and beta subunits),BSU16760(),BioCyc
BSU39110-MONOMER,ATP-dependent RNA helicase for 23S ribosomal RNA maturation,BSU39110(),BioCyc
BSU40690-MONOMER,putative integral membrane protein,BSU40690(),BioCyc
BSU30510-MONOMER,phospholipase component of bacilysocin synthesis or export,BSU30510(),BioCyc
BSU34070-MONOMER,two-component sensor histidine kinase [YvfU],BSU34070(),BioCyc
BSU20750-MONOMER,hypothetical protein; phage SPbeta,BSU20750(),BioCyc
BSU12430-MONOMER,response regulator aspartate phosphatase,BSU12430(),BioCyc
BSU08470-MONOMER,putative isomerase,BSU08470(),BioCyc
BSU02370-MONOMER,transcriptional regulator-GlcN6P (GntR family),BSU02370(),BioCyc
BSU14310-MONOMER,molybdopterin synthase (small subunit),BSU14310(),BioCyc
BSU22360-MONOMER,asparaginyl-tRNA synthetase,BSU22360(),BioCyc
